left_eye-right_eye,left_eye-nose,left_eye-mouth_left,left_eye-mouth_right,right_eye-left_eye,right_eye-nose,right_eye-mouth_left,right_eye-mouth_right,nose-left_eye,nose-right_eye,nose-mouth_left,nose-mouth_right,mouth_left-left_eye,mouth_left-right_eye,mouth_left-nose,mouth_left-mouth_right,mouth_right-left_eye,mouth_right-right_eye,mouth_right-nose,mouth_right-mouth_left
0.4366858560501448,0.29392948787689455,0.3952048328393773,0.534884394570114,0.4366858560501448,0.41468749755511364,0.623971217594286,0.3960652795150414,0.29392948787689455,0.41468749755511364,0.20962406438949574,0.27437123186238777,0.3952048328393773,0.623971217594286,0.20962406438949574,0.41493569237724054,0.534884394570114,0.3960652795150414,0.27437123186238777,0.41493569237724054
0.45680645096781913,0.31547784819216373,0.39349218420765375,0.5650611208606329,0.45680645096781913,0.3068283236846483,0.5786746555273548,0.3851989026200006,0.31547784819216373,0.3068283236846483,0.2719166039520895,0.2496261559117585,0.39349218420765375,0.5786746555273548,0.2719166039520895,0.38423955211749566,0.5650611208606329,0.3851989026200006,0.2496261559117585,0.38423955211749566
0.32205536707438626,0.36182434670348995,0.398737592500364,0.55249814149289,0.32205536707438626,0.13263968423908465,0.43279442367325105,0.3865731179352803,0.36182434670348995,0.13263968423908465,0.33247933310749683,0.25490301377502467,0.398737592500364,0.43279442367325105,0.33247933310749683,0.28589174539629236,0.55249814149289,0.3865731179352803,0.25490301377502467,0.28589174539629236
0.4608521509460696,0.3041532261648257,0.34680672443791777,0.5246195746363957,0.4608521509460696,0.3201360154171075,0.5882354529928977,0.3545590627006172,0.3041532261648257,0.3201360154171075,0.27076713234123007,0.22101577758061894,0.34680672443791777,0.5882354529928977,0.27076713234123007,0.4071391811344253,0.5246195746363957,0.3545590627006172,0.22101577758061894,0.4071391811344253
0.4583296804212555,0.3382821353797858,0.35767496667688176,0.5708386928149741,0.4583296804212555,0.2687906822985043,0.5376700600491131,0.35267529947017606,0.3382821353797858,0.2687906822985043,0.2717294835411852,0.2333959621630291,0.35767496667688176,0.5376700600491131,0.2717294835411852,0.3956061898757242,0.5708386928149741,0.35267529947017606,0.2333959621630291,0.3956061898757242
0.4667499360979035,0.3186676701752801,0.36742984270721796,0.5994678386973502,0.4667499360979035,0.3497820153105528,0.5430800942987537,0.3763164123792852,0.3186676701752801,0.3497820153105528,0.19351851562285066,0.29022875251450847,0.36742984270721796,0.5430800942987537,0.19351851562285066,0.40483167651860047,0.5994678386973502,0.3763164123792852,0.29022875251450847,0.40483167651860047
0.44800025377196817,0.34214494171624915,0.3669073315247482,0.5675609347467901,0.44800025377196817,0.25761778098033167,0.537993621193785,0.351773807571809,0.34214494171624915,0.25761778098033167,0.284025278933552,0.22691967685948375,0.3669073315247482,0.537993621193785,0.284025278933552,0.3943617847303405,0.5675609347467901,0.351773807571809,0.22691967685948375,0.3943617847303405
0.48020387422864247,0.33295835880188546,0.37540400855603673,0.5667146740447169,0.48020387422864247,0.3290840732471323,0.5767187644320624,0.38154960575447855,0.33295835880188546,0.3290840732471323,0.24905758924096283,0.23401631619496208,0.37540400855603673,0.5767187644320624,0.24905758924096283,0.3824230190512558,0.5667146740447169,0.38154960575447855,0.23401631619496208,0.3824230190512558
0.44413976361981394,0.3336837552459815,0.483590301914039,0.6199278961533702,0.44413976361981394,0.3850367080211401,0.6240262076112864,0.4774937559516473,0.3336837552459815,0.3850367080211401,0.2410524177351375,0.2918802005761538,0.483590301914039,0.6240262076112864,0.2410524177351375,0.3511345308614848,0.6199278961533702,0.4774937559516473,0.2918802005761538,0.3511345308614848
0.3792197006874431,0.38747996647914174,0.40128883331186305,0.5466929279808812,0.3792197006874431,0.18993294512944922,0.47803699167619235,0.3796802161883172,0.38747996647914174,0.18993294512944922,0.3136218010280642,0.20085011032914873,0.40128883331186305,0.47803699167619235,0.3136218010280642,0.2931136384506679,0.5466929279808812,0.3796802161883172,0.20085011032914873,0.2931136384506679
