left_eye-right_eye,left_eye-nose,left_eye-mouth_left,left_eye-mouth_right,right_eye-left_eye,right_eye-nose,right_eye-mouth_left,right_eye-mouth_right,nose-left_eye,nose-right_eye,nose-mouth_left,nose-mouth_right,mouth_left-left_eye,mouth_left-right_eye,mouth_left-nose,mouth_left-mouth_right,mouth_right-left_eye,mouth_right-right_eye,mouth_right-nose,mouth_right-mouth_left
0.4919228220476441,0.31330136527023444,0.3152364281271938,0.6337882593762353,0.4919228220476441,0.3286872022930665,0.5008659894433931,0.3069460389605872,0.31330136527023444,0.3286872022930665,0.17266621070288415,0.33583542571377806,0.3152364281271938,0.5008659894433931,0.17266621070288415,0.466504206050841,0.6337882593762353,0.3069460389605872,0.33583542571377806,0.466504206050841
0.47015340759061863,0.3863720728043247,0.3974712390277006,0.6919746773034436,0.47015340759061863,0.21853151561252326,0.41324488344550453,0.35223304368027836,0.3863720728043247,0.21853151561252326,0.19485801819985613,0.30562011876145745,0.3974712390277006,0.41324488344550453,0.19485801819985613,0.3909595065183031,0.6919746773034436,0.35223304368027836,0.30562011876145745,0.3909595065183031
0.27768787204500656,0.37995170947586376,0.4806747159843589,0.6565058105162799,0.27768787204500656,0.15388147161331978,0.3830616182249045,0.4589806807547814,0.37995170947586376,0.15388147161331978,0.2588845169040081,0.3055384781381756,0.4806747159843589,0.3830616182249045,0.2588845169040081,0.24494404428920025,0.6565058105162799,0.4589806807547814,0.3055384781381756,0.24494404428920025
0.4841883941060427,0.3716495004100383,0.3208050318353545,0.6421047976568623,0.4841883941060427,0.23295985086897147,0.44260328357070994,0.30068053090083086,0.3716495004100383,0.23295985086897147,0.21430158818699674,0.270680030774543,0.3208050318353545,0.44260328357070994,0.21430158818699674,0.4284212174870114,0.6421047976568623,0.30068053090083086,0.270680030774543,0.4284212174870114
0.4459856085224122,0.40780072558327335,0.3913955437326596,0.6921958847076539,0.4459856085224122,0.19156005335693702,0.38026764921271594,0.35734490769443256,0.40780072558327335,0.19156005335693702,0.19471862953611996,0.2847476320475148,0.3913955437326596,0.38026764921271594,0.19471862953611996,0.3843777961205581,0.6921958847076539,0.35734490769443256,0.2847476320475148,0.3843777961205581
0.44463302440761754,0.390155716547983,0.4109344350973223,0.7244907596766081,0.44463302440761754,0.248186564640024,0.38455889846668256,0.39328626116337595,0.390155716547983,0.248186564640024,0.1368383155134772,0.33837285539335993,0.4109344350973223,0.38455889846668256,0.1368383155134772,0.39292952367342104,0.7244907596766081,0.39328626116337595,0.33837285539335993,0.39292952367342104
0.45135807495842867,0.4154319028118528,0.3889381544510502,0.6927163153181211,0.45135807495842867,0.18288227691374348,0.38174178465415637,0.34780924022040766,0.4154319028118528,0.18288227691374348,0.20648172256204395,0.27790407454436955,0.3889381544510502,0.38174178465415637,0.20648172256204395,0.39154300712989387,0.6927163153181211,0.34780924022040766,0.27790407454436955,0.39154300712989387
0.4846077083059028,0.407765237557985,0.391797954431673,0.6937358598105217,0.4846077083059028,0.23305079540009335,0.4118475646387098,0.3484630436905443,0.407765237557985,0.23305079540009335,0.18170935389103188,0.2860769734164474,0.391797954431673,0.4118475646387098,0.18170935389103188,0.38791228193407096,0.6937358598105217,0.3484630436905443,0.2860769734164474,0.38791228193407096
0.4837024509686071,0.3870067898183694,0.46058507467776383,0.7398273066557608,0.4837024509686071,0.27903878494136747,0.4452231738077296,0.4074643203620628,0.3870067898183694,0.27903878494136747,0.17045929316116834,0.3553078174900581,0.46058507467776383,0.4452231738077296,0.17045929316116834,0.3798117341644675,0.7398273066557608,0.4074643203620628,0.3553078174900581,0.3798117341644675
0.3700736564712967,0.45735851249559395,0.45459277920872876,0.668585278320893,0.3700736564712967,0.1743350379692166,0.35253581096827863,0.39552394659966567,0.45735851249559395,0.1743350379692166,0.22203903200408406,0.2287285059914671,0.45459277920872876,0.35253581096827863,0.22203903200408406,0.2814020898043711,0.668585278320893,0.39552394659966567,0.2287285059914671,0.2814020898043711
